Project ID,File Name,Execution Status,Reason,Error Message
3b59h,Analysis.R,Failed,Code Issue,Nonexistent Column
5ejcq,data_preperation_functions.R,Success,-,-
5hpjn,NetworkToolbox.R,Failed,Container Issue,Shared Library Not Found
hfxsb,basic_mods.R,Failed,Container Issue,Missing Package
eks6u,demo_script_2018_10_02.R,Success,-,-
ptfye,Analysis.R,Success,-,-
6ya5d,Power_Analysis_OSF_22.R,Failed,Container Issue,Package Loading Failed
mhgcx,Figures for paper.R,Failed,Code Issue,Directory Change Failure
mhgcx,Bird AGL - Outputs and plots.R,Failed,Container Issue,Shared Library Not Found
fsbzw,plot.fix.e1.R,Success,-,-
fsbzw,functions.R,Success,-,-
tw8dq,SVOSM_analyses_final.R,Failed,Code Issue,Directory Change Failure
p6msu,create_output_behavioral.R,Failed,Container Issue,File Read Error - Cannot Open Connection
scn62,three countries plot.R,Success,-,-
csy8q,process_pdf.R,Failed,Container Issue,Missing Package
jy5wd,Code.R,Failed,Code Issue,Invalid Argument Length
rtmyx,05_PerceptionAnalysis_AllClassSolutions_V230401.R,Failed,Container Issue,Shared Library Not Found
7z3mk,t1-stan-5.R,Failed,Code Issue,Object or File Missing
zhf98,abstract ratings analysis.r,Failed,Container Issue,File Read Error - Cannot Open Connection
dkq3f,eda_brms.R,Failed,Code Issue,RStudio Environment Error
w97h4,Paper_functions.R,Success,-,-
9mc84,preprocessing.R,Success,-,-
5xdbu,study2-rscript.R,Success,-,-
n7sep,code.R,Failed,Container Issue,Missing Package
kgtx6,f_readRShare.R,Success,-,-
p2xgq,"Analyses for revision 1, with pilot data and data cleaning.R",Failed,Container Issue,Missing Package
drv3a,illustration.R,Success,-,-
b4gc7,workshop_example.R,Failed,Code Issue,Directory Change Failure
mc26t,my_utils.R,Failed,Container Issue,Missing Package
6pq9e,Model.R,Failed,Container Issue,Missing Package
r24vb,clustering_syn_types.R,Failed,Container Issue,Shared Library Not Found
6krj7,validation.med.R,Success,-,-
6krj7,utility_functions.R,Success,-,-
6krj7,codes_reanalysis.R,Failed,Container Issue,Missing Package
6krj7,stuart.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,Malawi_ordination.R,Success,-,-
6krj7,Malawi_interpolation.R,Success,-,-
6krj7,stan_CON_adriana_pools5i.r,Failed,Code Issue,Stan Modeling Error
6krj7,stan_AWB_adriana_pools5i_vary_mic.r,Failed,Code Issue,Stan Modeling Error
6krj7,06 - Trends.R,Failed,Container Issue,Missing Package
6krj7,IMDB_analysis.r,Failed,Code Issue,Directory Change Failure
6krj7,hadza_combine_data.R,Failed,Container Issue,Missing Package
6krj7,analyze_scan_model_hadza.R,Failed,Container Issue,Missing Package
6krj7,fill_summary_table.R,Failed,Code Issue,Object or File Missing
6krj7,hadza_returns_model.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,Code_LMMs_BestPractice_Example_withOutput.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,Code_LMMs_Code_BestPractice_Example.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,01_tables_1_2.r,Failed,Code Issue,Compressed File Not Found
6krj7,Custom_Functions.R,Success,-,-
6krj7,00-utils.r,Success,-,-
6krj7,Gatekeeper analysis.r,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,PrepareData.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,example_Rcode_mlrsa_osf_oneL1pred.R,Failed,Code Issue,No such file or directory
6krj7,Data_Prep_S1S2.R,Failed,Code Issue,Directory Change Failure
6krj7,Main Tables.R,Failed,Code Issue,Directory Change Failure
6krj7,sim_data_LissonEtAl2020.R,Failed,Code Issue,Object or File Missing
6krj7,Lissonetal2021-script.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,BF_LissonEtAl2020.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,analysis.R,Failed,Code Issue,RStudio Environment Error
6krj7,subject19.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,subject21.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,Model_analysis.R,Failed,Code Issue,Compressed File Not Found
6krj7,Fig. 4 - Simulation_model_outline_AT_LM.r,Failed,Code Issue,Missing Function Definition
6krj7,CSEP_DataScienceExPhys_DataGen_Akerman.R,Failed,Code Issue,Directory Change Failure
6krj7,generic.r,Failed,Container Issue,Package Loading Failed
6krj7,PREPROC_script_Experiment1.r,Failed,Code Issue,No such file or directory
6krj7,getObjects.r,Success,-,-
6krj7,allocateTrials.r,Success,-,-
6krj7,getLooks.r,Success,-,-
6krj7,preprocessing_hrs.R,Failed,Code Issue,Object or File Missing
6krj7,tree.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,EXPLORATORY_Gaze Following_ANALYSES.R,Failed,Code Issue,Directory Change Failure
6krj7,PrefLook_functions.r,Success,-,-
6krj7,norms_code.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,load_all_tables.R,Failed,Container Issue,File Read Error - Cannot Open Connection
6krj7,tabulate_cases.R,Failed,Code Issue,Missing Function Definition
6krj7,Analyses_Section_4.R,Success,-,-
